contentid,title,addr1,addr2,areacode,sigungucode,mapx,mapy,modifiedtime,firstimage,firstimage2,cat1,cat2,cat3,contenttypeid,NX,NY
126792,간성향교,강원특별자치도 고성군 간성읍 진부령로 2659,(간성읍),32.0,2.0,128.4389748,38.37788147,20240600000000.0,,,A02,A0201,A02010700,12,83,144
129181,간월도 어리굴젓 기념탑,충청남도 서산시 부석면 간월도리,,34.0,7.0,126.4136207,36.60573049,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/59/3337959_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/3337959_image3_1.jpg,A02,A0205,A02050200,12,49,105
129045,간월도마을,충청남도 서산시 부석면 간월도리,,34.0,7.0,126.4227029,36.61928464,20230600000000.0,http://tong.visitkorea.or.kr/cms/resource/20/2518020_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2518020_image2_1.jpg,A02,A0203,A02030100,12,49,105
128213,간월산,울산광역시 울주군 상북면 간월산길 614,,7.0,5.0,129.048065,35.55616103,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/02/3078002_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/02/3078002_image3_1.bmp,A01,A0101,A01010400,12,96,83
128205,간월산 자연휴양림,울산광역시 울주군 상북면 등억알프스로 607-15,,7.0,5.0,129.0560529,35.56710439,20240300000000.0,http://tong.visitkorea.or.kr/cms/resource/99/609199_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/609199_image3_1.jpg,A01,A0101,A01010600,12,96,83
125880,간월암,충청남도 서산시 부석면 간월도1길 119-29,,34.0,7.0,126.411421,36.60383623,20240700000000.0,,,A02,A0201,A02010800,12,49,105
2723688,간월재,울산광역시 울주군 상북면 간월산길 614,,7.0,5.0,129.0453821,35.54824242,20240800000000.0,,,A01,A0101,A01010500,12,96,83
2750389,간월호 쉼터공원,충청남도 서산시 부석면 창리 265-1,,34.0,7.0,126.3771736,36.622914,20240400000000.0,,,A02,A0202,A02020700,12,49,105
3041720,간이해변,강원특별자치도 속초시 청호동,간이해수욕장,32.0,5.0,128.594955,38.20421308,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/07/3041707_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/3041707_image3_1.jpg,A01,A0101,A01011200,12,86,140
1608562,간재선생유지,전북특별자치도 부안군 계화면 양지길 12,,37.0,6.0,126.6371856,35.79430225,20240100000000.0,,,A02,A0201,A02010700,12,53,87
128022,간절곶 등대,울산광역시 울주군 서생면 간절곶1길 39-2,,7.0,5.0,129.3605738,35.3589668,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/94/2648694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2648694_image3_1.jpg,A01,A0101,A01011600,12,102,79
2610509,간절곶 소망길,울산광역시 울주군 서생면 나사리,,7.0,5.0,129.3492111,35.35463374,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/56/3077956_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/56/3077956_image3_1.bmp,A01,A0101,A01010500,12,102,79
2871546,간절곶소망우체통,울산광역시 울주군 서생면 대송리,산110-22,7.0,5.0,129.3611488,35.35880572,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/24/2871524_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/24/2871524_image3_1.JPG,A02,A0205,A02050600,12,102,79
126644,간현관광지,강원특별자치도 원주시 소금산길 12,,32.0,9.0,127.8340575,37.36462936,20240700000000.0,,,A02,A0202,A02020700,12,74,122
129681,갈거계곡,전북특별자치도 진안군 정천면 휴양림길 77,,37.0,14.0,127.4377085,35.90854197,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/79/219579_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/219579_image3_1.jpg,A01,A0101,A01010900,12,67,90
128654,갈계리삼층석탑,경상남도 거창군 북상면 갈계리,,36.0,2.0,127.8147004,35.79315064,20240100000000.0,,,A02,A0205,A02050200,12,74,87
1577238,갈계숲,경상남도 거창군 북상면,,36.0,2.0,127.8160257,35.77892728,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/44/3335844_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3335844_image3_1.jpg,A01,A0101,A01010400,12,74,87
2511669,갈골한과마을 명인의 집,강원특별자치도 강릉시 사천면 중앙서로 62,(사천면),32.0,1.0,128.8432832,37.82451477,20240800000000.0,,,A02,A0204,A02040600,12,91,132
127781,갈기산,충청북도 영동군 양산면 호탄리,,33.0,4.0,127.6280084,36.11211383,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/51/3341351_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/51/3341351_image3_1.JPG,A01,A0101,A01010400,12,71,94
2715990,갈남항,강원특별자치도 삼척시 원덕읍 갈남리 99-20,,32.0,4.0,129.3251151,37.28077578,20230700000000.0,,,A01,A0101,A01011400,12,99,121
129024,갈두마을,전라남도 해남군 송지면 땅끝마을길 82,,38.0,23.0,126.5285847,34.29980529,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/36/3061236_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3061236_image3_1.jpg,B02,B0201,B02011000,12,52,54
2629105,갈두천권역마을,충청남도 태안군 원북면 대기길 12-20,,34.0,14.0,126.257477,36.79889722,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/96/2629096_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/96/2629096_image2_1.bmp,A02,A0203,A02030100,12,46,109
753397,갈론계곡,충청북도 괴산군 칠성면 칠성로10길 547,,33.0,1.0,127.8531905,36.7344745,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/53/3334553_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/53/3334553_image3_1.JPG,A01,A0101,A01010900,12,74,108
3074319,갈마공원,대전광역시 서구 한밭대로 664 (갈마동),,3.0,3.0,127.3721884,36.35713407,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/35/3051735_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/35/3051735_image3_1.JPG,A02,A0202,A02020700,12,66,100
1887381,갈마못,제주특별자치도 서귀포시 성산읍 중산간동로,(신풍리),39.0,3.0,126.811559,33.38702243,20231100000000.0,,,A01,A0101,A01010500,12,57,35
3007381,갈매중앙공원,경기도 구리시 갈매동,,31.0,6.0,127.1185814,37.63116315,20230900000000.0,http://tong.visitkorea.or.kr/cms/resource/32/3000732_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3000732_image3_1.jpg,A02,A0202,A02020700,12,61,127
3018842,갈멜정원,전라남도 보성군 웅치면 봉산리,,38.0,10.0,127.0538845,34.70208835,20231000000000.0,http://tong.visitkorea.or.kr/cms/resource/19/3018819_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3018819_image3_1.jpg,A01,A0101,A01010700,12,61,63
2613159,갈모봉 산림욕장,경상남도 고성군 고성읍 이당리,,36.0,3.0,128.2693628,34.97275681,20230600000000.0,,,A01,A0101,A01010600,12,83,70
3353957,갈모봉 자연휴양림,경상남도 고성군 고성읍 갈모봉숲길 42,,36.0,3.0,128.2676407,34.97183466,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/47/3353847_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3353847_image3_1.jpg,A01,A0101,A01010600,12,83,70
580288,갈목도,전라남도 진도군 조도면 진목도갈목길 10,,38.0,21.0,125.9471912,34.30622579,20231200000000.0,,,A01,A0101,A01011300,12,41,55
2750364,갈목해변,충청남도 서천군 마서면 송석리,,34.0,8.0,126.6359118,36.07704496,20230400000000.0,,,A01,A0101,A01011200,12,53,93
2749170,갈미한글공원,경기도 의왕시 문화예술로 65,(내손동),31.0,24.0,126.9849674,37.3780068,20230400000000.0,,,A02,A0202,A02020700,12,59,122
2755829,갈산공원,경기도 양평군 양평읍 양평체육공원길 24,,31.0,19.0,127.4973262,37.48368715,20240700000000.0,,,A01,A0101,A01010500,12,68,124
1116925,갈산근린공원,서울특별시 양천구 신정동 162-56,,1.0,19.0,126.8684105,37.50611763,20240400000000.0,http://tong.visitkorea.or.kr/cms/resource/62/2612062_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/62/2612062_image2_1.bmp,A02,A0202,A02020700,12,57,124
127311,갈음이해수욕장,충청남도 태안군 근흥면 정죽리,산 147-46,34.0,14.0,126.1520087,36.69574899,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/10/3340710_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3340710_image3_1.jpg,A01,A0101,A01011200,12,45,107
635593,갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이,,39.0,3.0,126.3136584,33.2351424,20240800000000.0,,,A02,A0203,A02030200,12,48,31
129010,갈천동초가까치구멍집,경상북도 영덕군 창수면 장육사길 363,,35.0,12.0,129.3218943,36.59752886,20240600000000.0,,,A02,A0201,A02010400,12,100,106
1577060,갈천서당,경상남도 거창군 북상면 송계로 767-34,(북상면),36.0,2.0,127.8160978,35.78089095,20231100000000.0,,,A02,A0201,A02010700,12,74,87
1959468,갈천서원,경상남도 고성군 대가면 갈천로 620,(대가면),36.0,3.0,128.2510124,35.0480786,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/63/3348063_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3348063_image3_1.jpg,A02,A0201,A02010700,12,82,71
127535,갈천약수터,강원특별자치도 양양군 서면 구룡령로 1103-66,,32.0,7.0,128.5029086,37.90589319,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/82/738182_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/738182_image3_1.jpg,A01,A0101,A01011000,12,85,134
2751315,갈치저수지,경기도 군포시 속달로 129-49,(속달동),31.0,7.0,126.9046676,37.33316613,20230200000000.0,,,A01,A0101,A01011800,12,58,121
3061205,갈현체육공원,인천광역시 계양구 황어로 66 (갈현동),,2.0,2.0,126.7285768,37.57772071,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/37/3001237_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3001237_image3_1.jpg,A02,A0202,A02020700,12,55,126
1114686,감곡매괴성모순례지성당,충청북도 음성군 감곡면 성당길 10,,33.0,6.0,127.6411569,37.12139834,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/10/1075110_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1075110_image3_1.jpg,A02,A0201,A02010900,12,70,116
1887493,감낭오름,제주특별자치도 서귀포시 안덕면 동광리,산41,39.0,3.0,126.3454537,33.32255546,20231200000000.0,,,A01,A0101,A01010400,12,48,33
294439,감로암,서울특별시 종로구 율곡로23길 16,(충신동),1.0,23.0,127.0066015,37.57531484,20230400000000.0,http://tong.visitkorea.or.kr/cms/resource/85/2031885_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2031885_image3_1.jpg,A02,A0201,A02010800,12,59,126
2788422,감만시민부두,부산광역시 남구 감만동 626-1,,6.0,4.0,129.0687505,35.10970874,20230600000000.0,,,A02,A0202,A02020700,12,97,73
548138,감빛고을,경상북도 청도군 금천면 소천길 193,,35.0,20.0,128.9006983,35.72353664,20230600000000.0,http://tong.visitkorea.or.kr/cms/resource/03/1967203_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1967203_image3_1.jpg,A02,A0203,A02030100,12,93,86
3082301,감사공묘역,제주특별자치도 제주시 조천읍 함대로 362,,39.0,4.0,126.661147,33.51299497,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/96/3082296_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3082296_image3_1.jpg,A02,A0201,A02010700,12,54,37
1118418,감삼못공원,대구광역시 서구 서대구로3길 43,(내당동),4.0,6.0,128.5522335,35.8586427,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/87/2493687_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2493687_image2_1.jpg,A02,A0202,A02020700,12,87,89
2820184,감성공작소,강원특별자치도 삼척시 대학로 13-1 (당저동),1층,32.0,4.0,129.1631079,37.44237902,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/70/2820170_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2820170_image2_1.jpg,A02,A0203,A02030400,12,96,124
2569515,감성마을 이외수 문학관,강원특별자치도 화천군 상서면 감성마을길 157,,32.0,17.0,127.5162822,38.16657749,20230700000000.0,http://tong.visitkorea.or.kr/cms/resource/93/2566293_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2566293_image3_1.jpg,A02,A0202,A02020600,12,68,139
3056401,감수굴 밭담길,제주특별자치도 제주시 구좌읍 평대7길 34,,39.0,4.0,126.8432808,33.53105702,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/82/3056382_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3056382_image3_1.jpg,A02,A0203,A02030100,12,57,38
2569511,감악산 출렁다리,경기도 파주시 설마천로 238,,31.0,27.0,126.9476077,37.93827706,20240700000000.0,,,A02,A0205,A02050100,12,58,134
1576464,감악산,경상남도 거창군 남상면 무촌리 산295번지 일원(신원면 구사리 산12-1 인근),,36.0,2.0,127.9295566,35.5964222,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/05/2860205_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2860205_image3_1.jpg,A01,A0101,A01010400,12,76,83
125600,감악산,강원특별자치도 원주시 신림면 황둔리,,32.0,9.0,128.1500301,37.23303098,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/73/1536673_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/1536673_image3_1.jpg,A01,A0101,A01010400,12,79,119
125450,감악산,경기도 파주시 적성면 감골길 48,,31.0,27.0,126.9520636,37.91214408,20240500000000.0,,,A01,A0101,A01010400,12,58,133
2755857,감악산항노화웰니스체험장,경상남도 거창군 신원면 연수사길 456,,36.0,2.0,127.9199604,35.5901644,20230200000000.0,http://tong.visitkorea.or.kr/cms/resource/73/2774673_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/73/2774673_image2_1.JPG,A02,A0203,A02030400,12,76,83
294441,감응사,경상북도 성주군 월항면 대산리,,35.0,10.0,128.3324841,35.93461339,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/31/1399731_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1399731_image3_1.jpg,A02,A0201,A02010800,12,83,91
2524116,감자꽃 스튜디오,강원특별자치도 평창군 평창읍 고길천로 105,,32.0,15.0,128.4388807,37.36885132,20231000000000.0,http://tong.visitkorea.or.kr/cms/resource/00/2531500_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2531500_image2_1.jpg,A02,A0203,A02030400,12,84,122
2767573,감중공원,인천광역시 서구 가정로98번길 18,(가좌동),2.0,7.0,126.6736203,37.49323789,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/58/2781358_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2781358_image2_1.jpg,A02,A0202,A02020700,12,54,124
2785289,감지해변,부산광역시 영도구 감지길 110,(동삼동),6.0,14.0,129.0764901,35.06253361,20230500000000.0,http://tong.visitkorea.or.kr/cms/resource/18/2798118_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/18/2798118_image2_1.JPG,A01,A0101,A01011200,12,97,72
3070550,감천계곡,경상남도 창원시 마산회원구 내서읍 신감리,1409-4,36.0,16.0,128.5126163,35.19190882,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/39/3070539_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/39/3070539_image3_1.JPG,A01,A0101,A01010900,12,87,75
2785306,감천동편부두 / 감천항,부산광역시 서구 원양로 6,(암남동),6.0,11.0,129.0128152,35.05479719,20240800000000.0,,,A01,A0101,A01011400,12,96,72
294452,감천사,부산광역시 연제구 묘봉산로 40,(연산동),6.0,13.0,129.0912632,35.1833037,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/83/1561883_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/1561883_image3_1.jpg,A02,A0201,A02010800,12,97,75
2735620,감추사,강원특별자치도 동해시 해안로 120,,32.0,3.0,129.126509,37.51467831,20230700000000.0,,,A02,A0201,A02010800,12,96,126
2714641,감추해변,강원특별자치도 동해시 해안로 120,(용정동),32.0,3.0,129.1267839,37.51478386,20230900000000.0,,,A01,A0101,A01011200,12,96,126
2732583,감포선착장,경상북도 경주시 감포읍,,35.0,2.0,129.5016738,35.80745238,20240400000000.0,,,A01,A0101,A01011400,12,104,89
128677,감포항,경상북도 경주시 감포읍 감포로,감포리,35.0,2.0,129.5040375,35.80783294,20240400000000.0,,,A01,A0101,A01011400,12,104,89
3090394,감포해상공원,경상북도 경주시 감포로2길 93,,35.0,2.0,129.5048653,35.80411393,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/81/3090381_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/81/3090381_image3_1.JPG,A01,A0101,A01010500,12,104,89
1254680,갑곶돈대,인천광역시 강화군 강화읍 해안동로1366번길 18,,2.0,1.0,126.517114,37.7335377,20240400000000.0,http://tong.visitkorea.or.kr/cms/resource/72/1579072_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1579072_image3_1.jpg,A02,A0201,A02010200,12,51,129
2768133,갑곶순교성지,인천광역시 강화군 강화읍 해안동로1366번길 35,,2.0,1.0,126.5174945,37.73419597,20240500000000.0,,,A02,A0201,A02010900,12,51,129
125891,갑사,충청남도 공주시 계룡면 갑사로 567-3,(계룡면),34.0,1.0,127.1873853,36.36534376,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/21/2675821_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2675821_image2_1.jpg,A02,A0201,A02010800,12,63,100
125833,갑사계곡,충청남도 공주시 계룡면 갑사로 225,,34.0,1.0,127.1822107,36.36917934,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/66/3057366_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/66/3057366_image3_1.JPG,A01,A0101,A01010900,12,63,100
1887866,갑선이오름,제주특별자치도 서귀포시 표선면 가시로592번길,(가시리) 일원,39.0,3.0,126.78104,33.36210524,20231200000000.0,,,A01,A0101,A01010400,12,56,34
1625103,갑오동학혁명 100주년 기념탑,전북특별자치도 정읍시 내장호반로 214,(쌍암동),37.0,13.0,126.9002222,35.50973351,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/89/3060489_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/3060489_image3_1.jpg,A02,A0205,A02050200,12,58,81
126034,갑장산,경상북도 상주시 지천1길 215-187,(지천동),35.0,9.0,128.1858411,36.34785815,20231200000000.0,,,A01,A0101,A01010400,12,80,100
1623750,갑천,대전광역시 유성구 봉명동,702,3.0,4.0,127.3687079,36.36754671,20240500000000.0,,,A01,A0101,A01011800,12,66,100
126828,갓바위 문화타운,전라남도 목포시 남농로 135,일대 (용해동),38.0,8.0,126.4209824,34.79365643,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/60/2515460_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2515460_image2_1.jpg,A02,A0203,A02030600,12,50,65
